Time_ms,Target,M1_Pos,M2_Pos,M1_RPM,M2_RPM,PWM1,PWM2
8120,0,0,0,0.00,0.00,0,0
8172,0,0,0,0.00,0.00,0,0
8224,0,0,0,0.00,0.00,0,0
8276,0,0,0,0.00,0.00,0,0
8329,0,0,0,0.00,0.00,0,0
8381,0,0,0,0.00,0.00,0,0
8433,0,0,0,0.00,0.00,0,0
8485,0,0,0,0.00,0.00,0,0
8537,0,0,0,0.00,0.00,0,0
8589,0,0,0,0.00,0.00,0,0
8641,0,0,0,0.00,0.00,0,0
8693,0,0,0,0.00,0.00,0,0
8745,0,0,0,0.00,0.00,0,0
8798,0,0,0,0.00,0.00,0,0
8850,0,0,0,0.00,0.00,0,0
8902,0,0,0,0.00,0.00,0,0
9053,0,0,0,0.00,0.00,0,0
9105,0,0,0,0.00,0.00,0,0
9157,0,0,0,0.00,0.00,0,0
9209,0,0,0,0.00,0.00,0,0
9261,0,0,0,0.00,0.00,0,0
9313,0,0,0,0.00,0.00,0,0
9365,0,0,0,0.00,0.00,0,0
9417,0,0,0,0.00,0.00,0,0
9469,0,0,0,0.00,0.00,0,0
9521,0,0,0,0.00,0.00,0,0
9573,0,0,0,0.00,0.00,0,0
9625,0,0,0,0.00,0.00,0,0
9677,0,0,0,0.00,0.00,0,0
9729,0,0,0,0.00,0.00,0,0
9781,0,0,0,0.00,0.00,0,0
9833,0,0,0,0.00,0.00,0,0
9885,0,0,0,0.00,0.00,0,0
9937,0,0,0,0.00,0.00,0,0
9989,0,0,0,0.00,0.00,0,0
10041,0,0,0,0.00,0.00,0,0
10093,0,0,0,0.00,0.00,0,0
10145,0,0,0,0.00,0.00,0,0
10198,0,0,0,0.00,0.00,0,0
10250,0,0,0,0.00,0.00,0,0
10302,0,0,0,0.00,0.00,0,0
10354,0,0,0,0.00,0.00,0,0
10406,0,0,0,0.00,0.00,0,0
10458,0,0,0,0.00,0.00,0,0
10510,0,0,0,0.00,0.00,0,0
10562,0,0,0,0.00,0.00,0,0
10614,0,0,0,0.00,0.00,0,0
10667,0,0,0,0.00,0.00,0,0
10719,0,0,0,0.00,0.00,0,0
10771,0,0,0,0.00,0.00,0,0
10823,0,0,0,0.00,0.00,0,0
10875,0,0,0,0.00,0.00,0,0
10927,0,0,0,0.00,0.00,0,0
10979,0,0,0,0.00,0.00,0,0
11031,0,0,0,0.00,0.00,0,0
11083,0,0,0,0.00,0.00,0,0
11136,0,0,0,0.00,0.00,0,0
11188,0,0,0,0.00,0.00,0,0
11240,0,0,0,0.00,0.00,0,0
11292,0,0,0,0.00,0.00,0,0
11344,0,0,0,0.00,0.00,0,0
11396,0,0,0,0.00,0.00,0,0
11448,0,0,0,0.00,0.00,0,0
11500,0,0,0,0.00,0.00,0,0
11552,0,0,0,0.00,0.00,0,0
11604,0,0,0,0.00,0.00,0,0
11657,0,0,0,0.00,0.00,0,0
11709,0,0,0,0.00,0.00,0,0
11761,0,0,0,0.00,0.00,0,0
11813,0,0,0,0.00,0.00,0,0
11865,0,0,0,0.00,0.00,0,0
11917,0,0,0,0.00,0.00,0,0
11969,0,0,0,0.00,0.00,0,0
12021,0,0,0,0.00,0.00,0,0
12073,0,0,0,0.00,0.00,0,0
12126,0,0,0,0.00,0.00,0,0
12178,0,0,0,0.00,0.00,0,0
12380,0,0,0,0.00,0.00,0,0
12432,0,0,0,0.00,0.00,0,0
12484,0,0,0,0.00,0.00,0,0
12536,0,0,0,0.00,0.00,0,0
12588,0,0,0,0.00,0.00,0,0
12640,0,0,0,0.00,0.00,0,0
12692,0,0,0,0.00,0.00,0,0
12744,0,0,0,0.00,0.00,0,0
12796,0,0,0,0.00,0.00,0,0
12848,0,0,0,0.00,0.00,0,0
12900,0,0,0,0.00,0.00,0,0
12952,0,0,0,0.00,0.00,0,0
13004,0,0,0,0.00,0.00,0,0
13056,0,0,0,0.00,0.00,0,0
13108,0,0,0,0.00,0.00,0,0
13160,0,0,0,0.00,0.00,0,0
13212,0,0,0,0.00,0.00,0,0
13264,0,0,0,0.00,0.00,0,0
13316,0,0,0,0.00,0.00,0,0
13368,0,0,0,0.00,0.00,0,0
13420,0,0,0,0.00,0.00,0,0
13472,0,0,0,0.00,0.00,0,0
13524,0,0,0,0.00,0.00,0,0
13577,0,0,0,0.00,0.00,0,0
13629,0,0,0,0.00,0.00,0,0
13681,0,0,0,0.00,0.00,0,0
13733,0,0,0,0.00,0.00,0,0
13785,0,0,0,0.00,0.00,0,0
13837,0,0,0,0.00,0.00,0,0
13889,0,0,0,0.00,0.00,0,0
13941,0,0,0,0.00,0.00,0,0
13993,0,0,0,0.00,0.00,0,0
14046,0,0,0,0.00,0.00,0,0
14098,0,0,0,0.00,0.00,0,0
14150,0,0,0,0.00,0.00,0,0
14202,0,0,0,0.00,0.00,0,0
14254,0,0,0,0.00,0.00,0,0
14306,0,0,0,0.00,0.00,0,0
14358,0,0,0,0.00,0.00,0,0
14410,0,0,0,0.00,0.00,0,0
14462,0,0,0,0.00,0.00,0,0
14515,0,0,0,0.00,0.00,0,0
14567,0,0,0,0.00,0.00,0,0
14619,0,0,0,0.00,0.00,0,0
14671,0,0,0,0.00,0.00,0,0
14723,0,0,0,0.00,0.00,0,0
14775,0,0,0,0.00,0.00,0,0
14827,0,0,0,0.00,0.00,0,0
14879,0,0,0,0.00,0.00,0,0
14931,0,0,0,0.00,0.00,0,0
14983,0,0,0,0.00,0.00,0,0
15035,0,0,0,0.00,0.00,0,0
15087,0,0,0,0.00,0.00,0,0
15139,0,0,0,0.00,0.00,0,0
15191,0,0,0,0.00,0.00,0,0
15243,0,0,0,0.00,0.00,0,0
15295,0,0,0,0.00,0.00,0,0
15347,0,0,0,0.00,0.00,0,0
15399,0,0,0,0.00,0.00,0,0
15451,0,0,0,0.00,0.00,0,0
15503,0,0,0,0.00,0.00,0,0
15555,0,0,0,0.00,0.00,0,0
15607,0,0,0,0.00,0.00,0,0
15659,0,0,0,0.00,0.00,0,0
15711,0,0,0,0.00,0.00,0,0
15763,0,0,0,0.00,0.00,0,0
15815,0,0,0,0.00,0.00,0,0
15867,0,0,0,0.00,0.00,0,0
15919,0,0,0,0.00,0.00,0,0
15971,0,0,0,0.00,0.00,0,0
16023,0,0,0,0.00,0.00,0,0
16075,0,0,0,0.00,0.00,0,0
16128,0,0,0,0.00,0.00,0,0
16180,0,0,0,0.00,0.00,0,0
16232,0,0,0,0.00,0.00,0,0
16284,0,0,0,0.00,0.00,0,0
16336,0,0,0,0.00,0.00,0,0
16388,0,0,0,0.00,0.00,0,0
16440,0,0,0,0.00,0.00,0,0
16606,0,0,0,0.00,0.00,0,0
16658,0,0,0,0.00,0.00,0,0
16710,0,0,0,0.00,0.00,0,0
16762,0,0,0,0.00,0.00,0,0
16814,0,0,0,0.00,0.00,0,0
16866,0,0,0,0.00,0.00,0,0
16918,0,0,0,0.00,0.00,0,0
16970,0,0,0,0.00,0.00,0,0
17022,0,0,0,0.00,0.00,0,0
17075,0,0,0,0.00,0.00,0,0
17127,0,0,0,0.00,0.00,0,0
17179,0,0,0,0.00,0.00,0,0
17231,0,0,0,0.00,0.00,0,0
17283,0,0,0,0.00,0.00,0,0
17335,0,0,0,0.00,0.00,0,0
17387,0,0,0,0.00,0.00,0,0
17439,0,0,0,0.00,0.00,0,0
17491,0,0,0,0.00,0.00,0,0
17543,0,0,0,0.00,0.00,0,0
17595,0,0,0,0.00,0.00,0,0
17647,0,0,0,0.00,0.00,0,0
17699,0,0,0,0.00,0.00,0,0
17751,0,0,0,0.00,0.00,0,0
17803,0,0,0,0.00,0.00,0,0
17855,0,0,0,0.00,0.00,0,0
17907,0,0,0,0.00,0.00,0,0
17959,0,0,0,0.00,0.00,0,0
18011,0,0,0,0.00,0.00,0,0
18063,0,0,0,0.00,0.00,0,0
18115,0,0,0,0.00,0.00,0,0
18167,0,0,0,0.00,0.00,0,0
18219,0,0,0,0.00,0.00,0,0
18271,0,0,0,0.00,0.00,0,0
18323,0,0,0,0.00,0.00,0,0
18375,0,0,0,0.00,0.00,0,0
18427,0,0,0,0.00,0.00,0,0
18479,0,0,0,0.00,0.00,0,0
18531,0,0,0,0.00,0.00,0,0
18583,0,0,0,0.00,0.00,0,0
18635,0,0,0,0.00,0.00,0,0
18688,0,0,0,0.00,0.00,0,0
18740,0,0,0,0.00,0.00,0,0
18792,0,0,0,0.00,0.00,0,0
18844,0,0,0,0.00,0.00,0,0
18896,0,0,0,0.00,0.00,0,0
18948,0,0,0,0.00,0.00,0,0
19000,0,0,0,0.00,0.00,0,0
19052,0,0,0,0.00,0.00,0,0
19104,0,0,0,0.00,0.00,0,0
19156,0,0,0,0.00,0.00,0,0
19313,0,0,0,0.00,0.00,0,0
19365,0,0,0,0.00,0.00,0,0
19417,0,0,0,0.00,0.00,0,0
19469,0,0,0,0.00,0.00,0,0
19521,0,0,0,0.00,0.00,0,0
19573,0,0,0,0.00,0.00,0,0
19625,0,0,0,0.00,0.00,0,0
19678,0,0,0,0.00,0.00,0,0
19730,0,0,0,0.00,0.00,0,0
19782,0,0,0,0.00,0.00,0,0
19834,0,0,0,0.00,0.00,0,0
19886,0,0,0,0.00,0.00,0,0
19938,0,0,0,0.00,0.00,0,0
19990,0,0,0,0.00,0.00,0,0
20042,0,0,0,0.00,0.00,0,0
20094,0,0,0,0.00,0.00,0,0
20147,0,0,0,0.00,0.00,0,0
20199,0,0,0,0.00,0.00,0,0
20251,0,0,0,0.00,0.00,0,0
20303,0,0,0,0.00,0.00,0,0
20355,0,0,0,0.00,0.00,0,0
20407,0,0,0,0.00,0.00,0,0
20459,0,0,0,0.00,0.00,0,0
20511,0,0,0,0.00,0.00,0,0
20563,0,0,0,0.00,0.00,0,0
20615,0,0,0,0.00,0.00,0,0
20667,0,0,0,0.00,0.00,0,0
20719,0,0,0,0.00,0.00,0,0
20771,0,0,0,0.00,0.00,0,0
20823,0,0,0,0.00,0.00,0,0
20875,0,0,0,0.00,0.00,0,0
20927,0,0,0,0.00,0.00,0,0
20979,0,0,0,0.00,0.00,0,0
21031,0,0,0,0.00,0.00,0,0
21083,0,0,0,0.00,0.00,0,0
21135,0,0,0,0.00,0.00,0,0
21187,0,0,0,0.00,0.00,0,0
21239,0,0,0,0.00,0.00,0,0
21291,0,0,0,0.00,0.00,0,0
21343,0,0,0,0.00,0.00,0,0
21395,0,0,0,0.00,0.00,0,0
21447,0,0,0,0.00,0.00,0,0
21499,0,0,0,0.00,0.00,0,0
21551,0,0,0,0.00,0.00,0,0
21603,0,0,0,0.00,0.00,0,0
21655,0,0,0,0.00,0.00,0,0
21707,0,0,0,0.00,0.00,0,0
21760,0,0,0,0.00,0.00,0,0
21812,0,0,0,0.00,0.00,0,0
21864,0,0,0,0.00,0.00,0,0
21916,0,0,0,0.00,0.00,0,0
21968,0,0,0,0.00,0.00,0,0
22020,0,0,0,0.00,0.00,0,0
22072,0,0,0,0.00,0.00,0,0
22124,0,0,0,0.00,0.00,0,0
22176,0,0,0,0.00,0.00,0,0
22228,0,0,0,0.00,0.00,0,0
22281,0,0,0,0.00,0.00,0,0
22333,0,0,0,0.00,0.00,0,0
22385,0,0,0,0.00,0.00,0,0
22437,0,0,0,0.00,0.00,0,0
22489,0,0,0,0.00,0.00,0,0
22541,0,0,0,0.00,0.00,0,0
22593,0,0,0,0.00,0.00,0,0
22645,0,0,0,0.00,0.00,0,0
22697,0,0,0,0.00,0.00,0,0
22750,0,0,0,0.00,0.00,0,0
22802,0,0,0,0.00,0.00,0,0
22854,0,0,0,0.00,0.00,0,0
22906,0,0,0,0.00,0.00,0,0
22958,0,0,0,0.00,0.00,0,0
23010,0,0,0,0.00,0.00,0,0
23062,0,0,0,0.00,0.00,0,0
23114,0,0,0,0.00,0.00,0,0
23166,0,0,0,0.00,0.00,0,0
23219,0,0,0,0.00,0.00,0,0
23271,0,0,0,0.00,0.00,0,0
23323,0,0,0,0.00,0.00,0,0
23375,0,0,0,0.00,0.00,0,0
23427,0,0,0,0.00,0.00,0,0
23479,0,0,0,0.00,0.00,0,0
23531,0,0,0,0.00,0.00,0,0
23583,0,0,0,0.00,0.00,0,0
23635,0,0,0,0.00,0.00,0,0
23687,0,0,0,0.00,0.00,0,0
23739,0,0,0,0.00,0.00,0,0
23791,0,0,0,0.00,0.00,0,0
23843,0,0,0,0.00,0.00,0,0
23895,0,0,0,0.00,0.00,0,0
23947,0,0,0,0.00,0.00,0,0
23999,0,0,0,0.00,0.00,0,0
24051,0,0,0,0.00,0.00,0,0
24103,0,0,0,0.00,0.00,0,0
24155,0,0,0,0.00,0.00,0,0
24207,0,0,0,0.00,0.00,0,0
24259,0,0,0,0.00,0.00,0,0
24311,0,0,0,0.00,0.00,0,0
24363,0,0,0,0.00,0.00,0,0
24415,0,0,0,0.00,0.00,0,0
24467,0,0,0,0.00,0.00,0,0
24519,0,0,0,0.00,0.00,0,0
24571,0,0,0,0.00,0.00,0,0
24623,0,0,0,0.00,0.00,0,0
24675,0,0,0,0.00,0.00,0,0
24727,0,0,0,0.00,0.00,0,0
24779,0,0,0,0.00,0.00,0,0
24832,0,0,0,0.00,0.00,0,0
24884,0,0,0,0.00,0.00,0,0
24936,0,0,0,0.00,0.00,0,0
24988,0,0,0,0.00,0.00,0,0
25040,0,0,0,0.00,0.00,0,0
25092,0,0,0,0.00,0.00,0,0
25144,0,0,0,0.00,0.00,0,0
25196,0,0,0,0.00,0.00,0,0
25248,0,0,0,0.00,0.00,0,0
25300,0,0,0,0.00,0.00,0,0
25353,0,0,0,0.00,0.00,0,0
25405,0,0,0,0.00,0.00,0,0
25457,0,0,0,0.00,0.00,0,0
25509,0,0,0,0.00,0.00,0,0
25561,0,0,0,0.00,0.00,0,0
25613,0,0,0,0.00,0.00,0,0
25665,0,0,0,0.00,0.00,0,0
25717,0,0,0,0.00,0.00,0,0
25769,0,0,0,0.00,0.00,0,0
25822,0,0,0,0.00,0.00,0,0
25874,0,0,0,0.00,0.00,0,0
25926,0,0,0,0.00,0.00,0,0
25978,0,0,0,0.00,0.00,0,0
26030,0,0,0,0.00,0.00,0,0
26082,0,0,0,0.00,0.00,0,0
26134,0,0,0,0.00,0.00,0,0
26186,0,0,0,0.00,0.00,0,0
26238,0,0,0,0.00,0.00,0,0
26291,0,0,0,0.00,0.00,0,0
26343,0,0,0,0.00,0.00,0,0
26395,0,0,0,0.00,0.00,0,0
26447,0,0,0,0.00,0.00,0,0
26499,0,0,0,0.00,0.00,0,0
26551,0,0,0,0.00,0.00,0,0
26603,0,0,0,0.00,0.00,0,0
26655,0,0,0,0.00,0.00,0,0
26707,0,0,0,0.00,0.00,0,0
26759,0,0,0,0.00,0.00,0,0
26811,0,0,0,0.00,0.00,0,0
26863,0,0,0,0.00,0.00,0,0
26915,0,0,0,0.00,0.00,0,0
26967,0,0,0,0.00,0.00,0,0
27019,0,0,0,0.00,0.00,0,0
27071,0,0,0,0.00,0.00,0,0
27123,0,0,0,0.00,0.00,0,0
27175,0,0,0,0.00,0.00,0,0
27227,0,0,0,0.00,0.00,0,0
27279,0,0,0,0.00,0.00,0,0
27331,0,0,0,0.00,0.00,0,0
27383,0,0,0,0.00,0.00,0,0
27435,0,0,0,0.00,0.00,0,0
27487,0,0,0,0.00,0.00,0,0
27539,0,0,0,0.00,0.00,0,0
27591,0,0,0,0.00,0.00,0,0
27643,0,0,0,0.00,0.00,0,0
27695,0,0,0,0.00,0.00,0,0
27747,0,0,0,0.00,0.00,0,0
27799,0,0,0,0.00,0.00,0,0
27851,0,0,0,0.00,0.00,0,0
27904,0,0,0,0.00,0.00,0,0
27956,0,0,0,0.00,0.00,0,0
28008,0,0,0,0.00,0.00,0,0
28060,0,0,0,0.00,0.00,0,0
28112,0,0,0,0.00,0.00,0,0
28164,0,0,0,0.00,0.00,0,0
28216,0,0,0,0.00,0.00,0,0
28268,0,0,0,0.00,0.00,0,0
28320,0,0,0,0.00,0.00,0,0
28372,0,0,0,0.00,0.00,0,0
28425,0,0,0,0.00,0.00,0,0
28477,0,0,0,0.00,0.00,0,0
28529,0,0,0,0.00,0.00,0,0
28581,0,0,0,0.00,0.00,0,0
28633,0,0,0,0.00,0.00,0,0
28685,0,0,0,0.00,0.00,0,0
28737,0,0,0,0.00,0.00,0,0
28789,0,0,0,0.00,0.00,0,0
28841,0,0,0,0.00,0.00,0,0
28894,0,0,0,0.00,0.00,0,0
28946,0,0,0,0.00,0.00,0,0
28998,0,0,0,0.00,0.00,0,0
29050,0,0,0,0.00,0.00,0,0
29102,0,0,0,0.00,0.00,0,0
29154,0,0,0,0.00,0.00,0,0
29206,0,0,0,0.00,0.00,0,0
29258,0,0,0,0.00,0.00,0,0
29310,0,0,0,0.00,0.00,0,0
29363,0,0,0,0.00,0.00,0,0
29415,0,0,0,0.00,0.00,0,0
29467,0,0,0,0.00,0.00,0,0
29519,0,0,0,0.00,0.00,0,0
29571,0,0,0,0.00,0.00,0,0
29623,0,0,0,0.00,0.00,0,0
29675,0,0,0,0.00,0.00,0,0
29727,0,0,0,0.00,0.00,0,0
29779,0,0,0,0.00,0.00,0,0
29831,0,0,0,0.00,0.00,0,0
29883,0,0,0,0.00,0.00,0,0
29935,0,0,0,0.00,0.00,0,0
29987,0,0,0,0.00,0.00,0,0
30039,0,0,0,0.00,0.00,0,0
30091,0,0,0,0.00,0.00,0,0
30143,0,0,0,0.00,0.00,0,0
30195,0,0,0,0.00,0.00,0,0
30247,0,0,0,0.00,0.00,0,0
30299,0,0,0,0.00,0.00,0,0
30351,0,0,0,0.00,0.00,0,0
30403,0,0,0,0.00,0.00,0,0
30455,0,0,0,0.00,0.00,0,0
30507,0,0,0,0.00,0.00,0,0
30559,0,0,0,0.00,0.00,0,0
30611,0,0,0,0.00,0.00,0,0
30663,0,0,0,0.00,0.00,0,0
30715,0,0,0,0.00,0.00,0,0
30767,0,0,0,0.00,0.00,0,0
30819,0,0,0,0.00,0.00,0,0
30871,0,0,0,0.00,0.00,0,0
30923,0,0,0,0.00,0.00,0,0
30976,0,0,0,0.00,0.00,0,0
31028,0,0,0,0.00,0.00,0,0
31080,0,0,0,0.00,0.00,0,0
31132,0,0,0,0.00,0.00,0,0
31184,0,0,0,0.00,0.00,0,0
31236,0,0,0,0.00,0.00,0,0
31288,0,0,0,0.00,0.00,0,0
31340,0,0,0,0.00,0.00,0,0
31392,0,0,0,0.00,0.00,0,0
31444,0,0,0,0.00,0.00,0,0
31497,0,0,0,0.00,0.00,0,0
31549,0,0,0,0.00,0.00,0,0
31601,0,0,0,0.00,0.00,0,0
31653,0,0,0,0.00,0.00,0,0
31705,0,0,0,0.00,0.00,0,0
31757,0,0,0,0.00,0.00,0,0
31809,0,0,0,0.00,0.00,0,0
31861,0,0,0,0.00,0.00,0,0
31913,0,0,0,0.00,0.00,0,0
31966,0,0,0,0.00,0.00,0,0
32018,0,0,0,0.00,0.00,0,0
32070,0,0,0,0.00,0.00,0,0
32122,0,0,0,0.00,0.00,0,0
32174,0,0,0,0.00,0.00,0,0
32226,0,0,0,0.00,0.00,0,0
32278,0,0,0,0.00,0.00,0,0
32330,0,0,0,0.00,0.00,0,0
32382,0,0,0,0.00,0.00,0,0
32435,0,0,0,0.00,0.00,0,0
32487,0,0,0,0.00,0.00,0,0
32539,0,0,0,0.00,0.00,0,0
32591,0,0,0,0.00,0.00,0,0
32643,0,0,0,0.00,0.00,0,0
32695,0,0,0,0.00,0.00,0,0
32747,0,0,0,0.00,0.00,0,0
32799,0,0,0,0.00,0.00,0,0
32851,0,0,0,0.00,0.00,0,0
32903,0,0,0,0.00,0.00,0,0
32955,0,0,0,0.00,0.00,0,0
33007,0,0,0,0.00,0.00,0,0
33059,0,0,0,0.00,0.00,0,0
33111,0,0,0,0.00,0.00,0,0
33163,0,0,0,0.00,0.00,0,0
33215,0,0,0,0.00,0.00,0,0
33267,0,0,0,0.00,0.00,0,0
33319,0,0,0,0.00,0.00,0,0
33371,0,0,0,0.00,0.00,0,0
33423,0,0,0,0.00,0.00,0,0
33475,0,0,0,0.00,0.00,0,0
33527,0,0,0,0.00,0.00,0,0
33579,0,0,0,0.00,0.00,0,0
33631,0,0,0,0.00,0.00,0,0
33683,0,0,0,0.00,0.00,0,0
33735,0,0,0,0.00,0.00,0,0
33787,0,0,0,0.00,0.00,0,0
33839,0,0,0,0.00,0.00,0,0
33891,0,0,0,0.00,0.00,0,0
33943,0,0,0,0.00,0.00,0,0
33995,0,0,0,0.00,0.00,0,0
34048,0,0,0,0.00,0.00,0,0
34100,0,0,0,0.00,0.00,0,0
34152,0,0,0,0.00,0.00,0,0
34204,0,0,0,0.00,0.00,0,0
34256,0,0,0,0.00,0.00,0,0
34308,0,0,0,0.00,0.00,0,0
34360,0,0,0,0.00,0.00,0,0
34412,0,0,0,0.00,0.00,0,0
34464,0,0,0,0.00,0.00,0,0
34516,0,0,0,0.00,0.00,0,0
34569,0,0,0,0.00,0.00,0,0
34621,0,0,0,0.00,0.00,0,0
34673,0,0,0,0.00,0.00,0,0
34725,0,0,0,0.00,0.00,0,0
