Time_ms,Target,M1_Pos,M2_Pos,M1_RPM,M2_RPM,PWM1,PWM2
7964,0,0,0,0.00,0.00,0,0
8016,0,0,0,0.00,0.00,0,0
8068,0,0,0,0.00,0.00,0,0
8120,0,0,0,0.00,0.00,0,0
8172,0,0,0,0.00,0.00,0,0
8224,0,0,0,0.00,0.00,0,0
8276,0,0,0,0.00,0.00,0,0
8329,0,0,0,0.00,0.00,0,0
8381,0,0,0,0.00,0.00,0,0
8433,0,0,0,0.00,0.00,0,0
8485,0,0,0,0.00,0.00,0,0
8537,0,0,0,0.00,0.00,0,0
8589,0,0,0,0.00,0.00,0,0
8641,0,0,0,0.00,0.00,0,0
8693,0,0,0,0.00,0.00,0,0
8745,0,0,0,0.00,0.00,0,0
8798,0,0,0,0.00,0.00,0,0
8850,0,0,0,0.00,0.00,0,0
8902,0,0,0,0.00,0.00,0,0
8954,0,0,0,0.00,0.00,0,0
9006,0,0,0,0.00,0.00,0,0
9058,0,0,0,0.00,0.00,0,0
9110,0,0,0,0.00,0.00,0,0
9162,0,0,0,0.00,0.00,0,0
9214,0,0,0,0.00,0.00,0,0
9267,0,0,0,0.00,0.00,0,0
9319,0,0,0,0.00,0.00,0,0
9371,0,0,0,0.00,0.00,0,0
9423,0,0,0,0.00,0.00,0,0
9475,0,0,0,0.00,0.00,0,0
9527,0,0,0,0.00,0.00,0,0
9579,100,60,59,696.00,684.00,150,155
9632,100,110,107,612.00,612.00,-13,-10
9684,100,98,96,-144.00,-144.00,0,0
9737,100,97,97,-12.00,12.00,0,0
9789,100,97,98,0.00,12.00,0,-1
9841,100,97,99,0.00,12.00,0,-1
9893,100,97,99,0.00,0.00,0,-1
9945,100,97,97,0.00,-12.00,0,-1
9997,100,97,97,0.00,-12.00,0,0
10049,100,97,95,0.00,-12.00,0,0
10101,100,97,97,0.00,12.00,0,0
10153,100,97,97,0.00,0.00,0,0
10206,100,97,97,0.00,0.00,0,0
10258,100,97,97,0.00,0.00,0,0
10310,100,97,97,0.00,0.00,0,0
10362,100,97,97,0.00,0.00,0,0
10414,100,97,97,0.00,0.00,0,0
10466,100,97,97,0.00,0.00,0,0
10518,100,97,97,0.00,0.00,0,0
10570,100,97,97,0.00,0.00,0,0
10622,100,97,97,0.00,0.00,0,0
10675,100,97,97,0.00,0.00,0,0
10727,100,97,97,0.00,0.00,0,0
10779,100,97,97,0.00,0.00,0,0
10831,100,97,97,0.00,0.00,0,0
10883,100,97,97,0.00,0.00,0,0
10935,100,97,97,0.00,0.00,0,0
10987,100,97,97,0.00,0.00,0,0
11039,100,97,97,0.00,0.00,0,0
11091,100,97,97,0.00,0.00,0,0
11143,100,97,97,0.00,0.00,0,0
11195,100,97,97,0.00,0.00,0,0
11247,100,97,97,0.00,0.00,0,0
11299,100,97,97,0.00,0.00,0,0
11351,100,97,97,0.00,0.00,0,0
11403,100,97,97,0.00,0.00,0,0
11455,100,97,97,0.00,0.00,0,0
11507,100,97,97,0.00,0.00,0,0
11559,100,97,97,0.00,0.00,0,0
11611,100,97,97,0.00,0.00,0,0
11663,100,97,97,0.00,0.00,0,0
11715,100,97,97,0.00,0.00,0,0
11767,100,97,97,0.00,0.00,0,0
11819,100,97,97,0.00,0.00,0,0
11871,100,97,97,0.00,0.00,0,0
11923,100,97,97,0.00,0.00,0,0
11975,100,97,97,0.00,0.00,0,0
12027,100,97,97,0.00,0.00,0,0
12079,100,97,97,0.00,0.00,0,0
12131,100,97,97,0.00,0.00,0,0
12183,100,97,97,0.00,0.00,0,0
12235,100,97,97,0.00,0.00,0,0
12288,100,97,97,0.00,0.00,0,0
12340,100,97,97,0.00,0.00,0,0
12392,100,97,97,0.00,0.00,0,0
12444,100,97,97,0.00,0.00,0,0
12496,100,97,97,0.00,0.00,0,0
12548,100,97,97,0.00,0.00,0,0
12600,100,97,97,0.00,0.00,0,0
12652,100,97,97,0.00,0.00,0,0
12704,100,97,97,0.00,0.00,0,0
12756,100,97,97,0.00,0.00,0,0
12809,100,97,97,0.00,0.00,0,0
12861,100,97,97,0.00,0.00,0,0
12913,100,97,97,0.00,0.00,0,0
12965,100,97,97,0.00,0.00,0,0
13017,100,97,97,0.00,0.00,0,0
13069,100,97,97,0.00,0.00,0,0
13121,100,97,97,0.00,0.00,0,0
13173,100,97,97,0.00,0.00,0,0
13225,100,97,97,0.00,0.00,0,0
13278,100,97,97,0.00,0.00,0,0
13330,100,97,97,0.00,0.00,0,0
13382,100,97,97,0.00,0.00,0,0
13434,100,97,97,0.00,0.00,0,0
13486,100,97,97,0.00,0.00,0,0
13538,100,97,97,0.00,0.00,0,0
13590,100,97,97,0.00,0.00,0,0
13642,100,97,97,0.00,0.00,0,0
13694,100,97,97,0.00,0.00,0,0
13747,100,97,97,0.00,0.00,0,0
13799,100,97,97,0.00,0.00,0,0
13851,100,97,97,0.00,0.00,0,0
13903,100,97,97,0.00,0.00,0,0
13955,100,97,97,0.00,0.00,0,0
14007,100,97,97,0.00,0.00,0,0
14059,100,97,97,0.00,0.00,0,0
14111,100,97,97,0.00,0.00,0,0
14163,100,97,97,0.00,0.00,0,0
14215,100,97,97,0.00,0.00,0,0
14267,100,97,97,0.00,0.00,0,0
14319,100,97,97,0.00,0.00,0,0
14371,100,97,97,0.00,0.00,0,0
14423,100,97,97,0.00,0.00,0,0
14475,100,97,97,0.00,0.00,0,0
14527,100,97,97,0.00,0.00,0,0
14579,100,97,97,0.00,0.00,0,0
14631,100,97,97,0.00,0.00,0,0
14683,100,97,97,0.00,0.00,0,0
14735,100,97,97,0.00,0.00,0,0
14787,100,97,97,0.00,0.00,0,0
14839,100,97,97,0.00,0.00,0,0
14891,100,97,97,0.00,0.00,0,0
14943,100,97,97,0.00,0.00,0,0
14995,100,97,97,0.00,0.00,0,0
15047,100,97,97,0.00,0.00,0,0
15099,100,97,97,0.00,0.00,0,0
15151,100,97,97,0.00,0.00,0,0
15203,100,97,97,0.00,0.00,0,0
15255,100,97,97,0.00,0.00,0,0
15307,100,97,97,0.00,0.00,0,0
15360,100,97,97,0.00,0.00,0,0
15412,100,97,97,0.00,0.00,0,0
15464,100,97,97,0.00,0.00,0,0
15516,100,97,97,0.00,0.00,0,0
15568,100,97,97,0.00,0.00,0,0
15620,100,97,97,0.00,0.00,0,0
15672,100,97,97,0.00,0.00,0,0
15724,100,97,97,0.00,0.00,0,0
15776,100,97,97,0.00,0.00,0,0
15828,100,97,97,0.00,0.00,0,0
15881,100,97,97,0.00,0.00,0,0
15933,100,97,97,0.00,0.00,0,0
15985,100,97,97,0.00,0.00,0,0
16037,100,97,97,0.00,0.00,0,0
16089,100,97,97,0.00,0.00,0,0
16141,100,97,97,0.00,0.00,0,0
16193,100,97,97,0.00,0.00,0,0
16245,100,97,97,0.00,0.00,0,0
16297,100,97,97,0.00,0.00,0,0
16350,100,97,97,0.00,0.00,0,0
16402,100,97,97,0.00,0.00,0,0
16454,100,97,97,0.00,0.00,0,0
16506,100,97,97,0.00,0.00,0,0
16558,100,97,97,0.00,0.00,0,0
16610,100,97,97,0.00,0.00,0,0
16662,100,97,97,0.00,0.00,0,0
16714,100,97,97,0.00,0.00,0,0
16766,100,97,97,0.00,0.00,0,0
16819,100,97,97,0.00,0.00,0,0
16871,100,97,97,0.00,0.00,0,0
16923,100,97,97,0.00,0.00,0,0
16975,100,97,97,0.00,0.00,0,0
17027,100,97,97,0.00,0.00,0,0
17079,100,97,97,0.00,0.00,0,0
17131,100,97,97,0.00,0.00,0,0
17183,100,97,97,0.00,0.00,0,0
17235,100,97,97,0.00,0.00,0,0
17287,100,97,97,0.00,0.00,0,0
17339,100,97,97,0.00,0.00,0,0
17391,100,97,97,0.00,0.00,0,0
17443,100,97,97,0.00,0.00,0,0
17495,100,97,97,0.00,0.00,0,0
17547,100,97,97,0.00,0.00,0,0
17599,100,97,97,0.00,0.00,0,0
17651,100,97,97,0.00,0.00,0,0
17703,100,97,97,0.00,0.00,0,0
17755,100,97,97,0.00,0.00,0,0
17807,100,97,97,0.00,0.00,0,0
17859,100,97,97,0.00,0.00,0,0
17911,100,97,97,0.00,0.00,0,0
17963,100,97,97,0.00,0.00,0,0
18015,100,97,97,0.00,0.00,0,0
18067,100,97,97,0.00,0.00,0,0
18119,100,97,97,0.00,0.00,0,0
18171,100,97,97,0.00,0.00,0,0
18223,100,97,97,0.00,0.00,0,0
18275,100,97,97,0.00,0.00,0,0
18327,100,97,97,0.00,0.00,0,0
18379,100,97,97,0.00,0.00,0,0
18432,100,97,97,0.00,0.00,0,0
18484,100,97,97,0.00,0.00,0,0
18536,100,97,97,0.00,0.00,0,0
18588,100,97,97,0.00,0.00,0,0
18640,100,97,97,0.00,0.00,0,0
18692,100,97,97,0.00,0.00,0,0
18744,100,97,97,0.00,0.00,0,0
18796,100,97,97,0.00,0.00,0,0
18848,100,97,97,0.00,0.00,0,0
18900,100,97,97,0.00,0.00,0,0
18953,100,97,97,0.00,0.00,0,0
19005,100,97,97,0.00,0.00,0,0
19057,100,97,97,0.00,0.00,0,0
19109,100,97,97,0.00,0.00,0,0
19161,100,97,97,0.00,0.00,0,0
19213,100,97,97,0.00,0.00,0,0
19265,100,97,97,0.00,0.00,0,0
19317,100,97,97,0.00,0.00,0,0
19369,100,97,97,0.00,0.00,0,0
19422,100,97,97,0.00,0.00,0,0
19474,100,97,97,0.00,0.00,0,0
19526,100,97,97,0.00,0.00,0,0
19578,100,97,97,0.00,0.00,0,0
19630,50,56,57,-492.00,-480.00,0,0
19682,50,48,48,-96.00,-108.00,0,0
19734,50,47,47,-12.00,-12.00,0,-1
19786,50,47,47,0.00,0.00,0,0
19838,50,47,47,0.00,0.00,0,0
19891,50,47,47,0.00,0.00,0,0
19943,50,47,47,0.00,0.00,0,0
19995,50,47,47,0.00,0.00,0,0
20047,50,47,47,0.00,0.00,0,0
20099,50,47,47,0.00,0.00,0,0
20151,50,47,47,0.00,0.00,0,0
20203,50,47,47,0.00,0.00,0,0
20255,50,47,47,0.00,0.00,0,0
20307,50,47,47,0.00,0.00,0,0
20359,50,47,47,0.00,0.00,0,0
20411,50,47,47,0.00,0.00,0,0
20463,50,47,47,0.00,0.00,0,0
20515,50,47,47,0.00,0.00,0,0
20567,50,47,47,0.00,0.00,0,0
20619,50,47,47,0.00,0.00,0,0
20671,50,47,47,0.00,0.00,0,0
20723,50,47,47,0.00,0.00,0,0
20775,50,47,47,0.00,0.00,0,0
20827,50,47,47,0.00,0.00,0,0
20879,50,47,47,0.00,0.00,0,0
20931,50,47,47,0.00,0.00,0,0
20983,50,47,47,0.00,0.00,0,0
21035,50,47,47,0.00,0.00,0,0
21087,50,47,47,0.00,0.00,0,0
21139,50,47,47,0.00,0.00,0,0
21191,50,47,47,0.00,0.00,0,0
21243,50,47,47,0.00,0.00,0,0
21295,50,47,47,0.00,0.00,0,0
21347,50,47,47,0.00,0.00,0,0
21399,50,47,47,0.00,0.00,0,0
21451,50,47,47,0.00,0.00,0,0
21504,50,47,47,0.00,0.00,0,0
21556,50,47,47,0.00,0.00,0,0
21608,50,47,47,0.00,0.00,0,0
21660,50,47,47,0.00,0.00,0,0
21712,50,47,47,0.00,0.00,0,0
21764,50,47,47,0.00,0.00,0,0
21816,50,47,47,0.00,0.00,0,0
21868,50,47,47,0.00,0.00,0,0
21920,50,47,47,0.00,0.00,0,0
21972,50,47,47,0.00,0.00,0,0
22025,50,47,47,0.00,0.00,0,0
22077,50,47,47,0.00,0.00,0,0
22129,50,47,47,0.00,0.00,0,0
22181,50,47,47,0.00,0.00,0,0
22233,75,50,51,36.00,36.00,150,148
22285,75,77,77,324.00,312.00,0,1
22337,75,76,76,-12.00,0.00,0,0
22389,75,76,77,0.00,12.00,0,-1
22441,75,75,75,-12.00,-36.00,0,2
22494,75,75,77,0.00,24.00,0,0
22546,75,74,74,-12.00,-24.00,0,0
22598,75,74,75,0.00,12.00,0,0
22650,75,73,73,-12.00,-24.00,0,-1
22702,75,73,71,0.00,-24.00,0,0
22754,75,73,75,0.00,60.00,0,-1
22806,75,72,73,-12.00,-36.00,0,0
22858,75,72,73,0.00,-12.00,0,0
22910,75,72,72,0.00,0.00,0,0
22963,75,72,72,0.00,0.00,0,-2
23015,75,72,73,0.00,12.00,0,-1
23067,75,72,72,0.00,-12.00,0,0
23119,75,72,72,0.00,0.00,0,0
23171,75,70,70,-24.00,-36.00,0,1
23223,75,70,71,0.00,24.00,0,0
23275,75,68,70,-24.00,-24.00,0,0
23327,75,68,68,0.00,-12.00,0,0
23379,75,68,70,0.00,12.00,0,0
23431,75,68,70,0.00,12.00,0,0
23483,75,68,67,0.00,-36.00,0,1
23535,75,68,68,0.00,12.00,0,-1
23587,75,68,66,0.00,-12.00,0,0
23639,75,67,67,-12.00,-12.00,0,1
23691,75,66,66,-12.00,0.00,0,0
23743,75,66,68,0.00,24.00,0,-2
23795,75,66,66,0.00,-36.00,0,1
23847,75,66,64,0.00,-12.00,0,0
23899,75,66,66,0.00,24.00,0,0
23951,75,74,76,96.00,108.00,0,0
24003,75,74,73,0.00,-24.00,0,1
24055,75,74,74,0.00,12.00,0,1
24107,75,74,74,0.00,0.00,0,0
24159,75,74,74,0.00,0.00,0,0
24211,75,74,75,0.00,0.00,0,0
24263,75,74,74,0.00,0.00,0,0
24315,75,74,75,0.00,12.00,0,-1
24367,75,74,74,0.00,-12.00,0,-1
24419,75,74,74,0.00,-12.00,0,1
24471,75,74,73,0.00,-12.00,0,3
24523,75,74,73,0.00,12.00,0,1
24576,75,74,74,0.00,12.00,0,0
24628,75,74,76,0.00,12.00,0,0
24680,75,74,73,0.00,-24.00,0,1
24732,75,74,72,0.00,0.00,0,0
24784,75,74,74,0.00,12.00,0,0
24836,75,74,76,0.00,24.00,0,-3
24888,75,74,73,0.00,-36.00,0,0
24940,75,74,72,0.00,-12.00,0,0
24992,75,74,74,0.00,24.00,0,0
25044,75,74,74,0.00,0.00,0,0
25097,75,74,76,0.00,12.00,0,0
25149,75,74,74,0.00,-12.00,0,0
25201,75,74,73,0.00,-12.00,0,-1
25253,75,74,74,0.00,12.00,0,0
25305,75,74,72,0.00,-36.00,0,1
25357,75,74,74,0.00,36.00,0,0
25409,75,74,74,0.00,-12.00,0,1
25461,75,74,73,0.00,0.00,0,1
25513,75,74,73,0.00,0.00,0,0
25566,75,74,74,0.00,12.00,0,0
25618,75,74,72,0.00,-12.00,0,0
25670,75,74,75,0.00,24.00,0,-2
25722,75,74,74,0.00,-12.00,0,0
25774,75,74,76,0.00,24.00,0,-1
25826,75,74,74,0.00,-24.00,0,0
25878,75,74,73,0.00,0.00,0,-2
25930,75,74,74,0.00,0.00,0,0
25982,75,74,75,0.00,12.00,0,0
26035,75,74,75,0.00,0.00,0,0
26087,75,74,74,0.00,-12.00,0,0
26139,75,74,74,0.00,0.00,0,-2
26191,75,74,73,0.00,-12.00,0,1
26243,75,74,74,0.00,12.00,0,-2
26295,75,74,73,0.00,-12.00,0,1
26347,75,74,73,0.00,0.00,0,1
26399,75,74,75,0.00,12.00,0,3
26451,75,74,75,0.00,12.00,0,-1
26503,75,74,72,0.00,-36.00,0,1
26555,75,74,76,0.00,48.00,0,-2
26607,75,74,73,0.00,-36.00,0,2
26659,75,74,74,0.00,12.00,0,0
26711,75,74,74,0.00,0.00,0,0
26763,75,74,75,0.00,12.00,0,-1
26815,75,74,74,0.00,-12.00,0,0
26867,75,74,73,0.00,-12.00,0,2
26919,75,74,75,0.00,12.00,0,0
26971,75,74,76,0.00,24.00,0,0
27023,75,74,74,0.00,-24.00,0,0
27075,75,74,73,0.00,-12.00,0,1
27127,75,74,74,0.00,12.00,0,0
27179,75,74,74,0.00,0.00,0,0
27231,75,74,74,0.00,0.00,0,0
27283,75,74,74,0.00,0.00,0,0
27335,75,74,74,0.00,0.00,0,0
27387,75,74,74,0.00,0.00,0,0
27439,75,74,74,0.00,0.00,0,0
27491,75,74,74,0.00,0.00,0,0
27543,75,74,74,0.00,0.00,0,0
27595,75,74,74,0.00,0.00,0,0
27648,75,74,74,0.00,0.00,0,0
27700,75,74,74,0.00,0.00,0,0
27752,75,74,74,0.00,0.00,0,0
27804,75,74,74,0.00,0.00,0,0
27856,75,74,74,0.00,0.00,0,0
27908,75,74,74,0.00,0.00,0,0
27960,75,74,74,0.00,0.00,0,0
28012,75,74,74,0.00,0.00,0,0
28064,75,74,74,0.00,0.00,0,0
28116,75,74,74,0.00,0.00,0,0
28169,75,74,74,0.00,0.00,0,0
28221,75,74,74,0.00,0.00,0,0
28273,75,74,74,0.00,0.00,0,0
28325,75,74,74,0.00,0.00,0,0
28377,75,74,74,0.00,0.00,0,0
28429,75,74,74,0.00,0.00,0,0
28481,75,74,74,0.00,0.00,0,0
28533,75,74,74,0.00,0.00,0,0
28585,75,74,74,0.00,0.00,0,0
28638,75,74,74,0.00,0.00,0,0
28690,75,74,74,0.00,0.00,0,0
28742,75,74,74,0.00,0.00,0,0
28794,75,74,74,0.00,0.00,0,0
28846,75,74,75,0.00,12.00,0,-1
28898,75,74,74,0.00,-12.00,0,0
28950,75,74,74,0.00,0.00,0,0
29002,75,74,75,0.00,12.00,0,-1
29054,75,74,74,0.00,-12.00,0,0
29107,75,74,74,0.00,0.00,0,0
29159,75,74,74,0.00,0.00,0,0
29211,75,74,74,0.00,0.00,0,0
29263,75,74,74,0.00,0.00,0,0
29315,75,74,74,0.00,0.00,0,0
29367,75,74,74,0.00,0.00,0,0
29419,75,74,74,0.00,0.00,0,0
29471,75,74,74,0.00,0.00,0,0
29523,75,74,74,0.00,0.00,0,0
29575,75,74,74,0.00,0.00,0,0
29627,75,74,74,0.00,0.00,0,0
29679,75,74,74,0.00,0.00,0,0
29731,75,74,74,0.00,0.00,0,0
29783,75,74,74,0.00,0.00,0,0
29835,75,74,74,0.00,0.00,0,0
29887,75,74,74,0.00,0.00,0,0
29939,75,74,74,0.00,0.00,0,0
29991,75,74,74,0.00,0.00,0,0
30043,75,74,74,0.00,0.00,0,0
30095,75,74,74,0.00,0.00,0,0
30147,75,74,74,0.00,0.00,0,0
30199,75,74,74,0.00,0.00,0,0
30251,75,74,74,0.00,0.00,0,0
30303,75,74,74,0.00,0.00,0,0
30355,75,74,74,0.00,0.00,0,0
30407,75,74,74,0.00,0.00,0,0
30459,75,74,74,0.00,0.00,0,0
30511,75,74,74,0.00,0.00,0,0
30563,75,74,74,0.00,0.00,0,0
30615,75,74,74,0.00,0.00,0,0
30667,75,74,74,0.00,0.00,0,0
30720,75,74,74,0.00,0.00,0,0
30772,75,74,74,0.00,0.00,0,0
30824,75,74,74,0.00,0.00,0,0
30876,75,74,74,0.00,0.00,0,0
30928,75,74,74,0.00,0.00,0,0
30980,75,74,74,0.00,0.00,0,0
31032,75,74,74,0.00,0.00,0,0
31084,75,74,74,0.00,0.00,0,0
31136,75,74,74,0.00,0.00,0,0
31188,75,74,74,0.00,0.00,0,0
31241,75,74,74,0.00,0.00,0,0
31293,75,74,74,0.00,0.00,0,0
31345,75,74,74,0.00,0.00,0,0
31397,75,74,74,0.00,0.00,0,0
31449,75,74,74,0.00,0.00,0,0
31501,75,74,74,0.00,0.00,0,0
31553,75,74,74,0.00,0.00,0,0
31605,75,74,74,0.00,0.00,0,0
31657,75,74,74,0.00,0.00,0,0
31710,75,74,74,0.00,0.00,0,0
31762,75,74,74,0.00,0.00,0,0
31814,75,74,74,0.00,0.00,0,0
31866,75,74,74,0.00,0.00,0,0
31918,75,74,74,0.00,0.00,0,0
31970,75,74,74,0.00,0.00,0,0
32022,75,74,74,0.00,0.00,0,0
32074,75,74,74,0.00,0.00,0,0
32126,75,74,74,0.00,0.00,0,0
32179,75,74,74,0.00,0.00,0,0
32231,75,74,74,0.00,0.00,0,0
32283,75,74,74,0.00,0.00,0,0
32335,75,74,74,0.00,0.00,0,0
32387,75,74,74,0.00,0.00,0,0
32439,75,74,74,0.00,0.00,0,0
32491,75,74,74,0.00,0.00,0,0
32543,75,74,74,0.00,0.00,0,0
32595,75,74,74,0.00,0.00,0,0
32647,75,74,74,0.00,0.00,0,0
32699,75,74,74,0.00,0.00,0,0
32751,75,74,74,0.00,0.00,0,0
32803,75,74,74,0.00,0.00,0,0
32855,75,74,74,0.00,0.00,0,0
32907,75,74,74,0.00,0.00,0,0
32959,75,74,74,0.00,0.00,0,0
33011,75,74,74,0.00,0.00,0,0
33063,75,74,74,0.00,0.00,0,0
33115,75,74,74,0.00,0.00,0,0
33167,75,74,74,0.00,0.00,0,0
33219,75,74,74,0.00,0.00,0,0
33271,75,74,74,0.00,0.00,0,0
33323,75,74,74,0.00,0.00,0,0
33375,75,74,74,0.00,0.00,0,0
33427,75,74,74,0.00,0.00,0,0
33479,75,74,74,0.00,0.00,0,0
33531,75,74,74,0.00,0.00,0,0
33583,75,74,74,0.00,0.00,0,0
33635,75,74,74,0.00,0.00,0,0
33687,75,74,74,0.00,0.00,0,0
33739,75,74,74,0.00,0.00,0,0
33792,75,74,74,0.00,0.00,0,0
33844,75,74,74,0.00,0.00,0,0
33896,75,74,74,0.00,0.00,0,0
33948,75,74,74,0.00,0.00,0,0
34000,75,74,74,0.00,0.00,0,0
34052,75,74,74,0.00,0.00,0,0
34104,75,74,74,0.00,0.00,0,0
34156,75,74,74,0.00,0.00,0,0
34208,75,74,74,0.00,0.00,0,0
34260,75,74,74,0.00,0.00,0,0
